Packet Index,Category,Confidence,Field_0,Field_1,Field_2,Field_3,Field_4,Field_5,Field_6
2544,LABEL_1,0.5433175563812256,2545,82.473896,172.31.254.61,104.18.26.90,TLSv1.2,89,Application Data
2545,LABEL_1,0.5415835380554199,2546,82.488231,ZyxelCom_fd:26:61,Broadcast,0x8899,60,Realtek Layer 2 Protocols
2546,LABEL_1,0.5433026552200317,2547,82.561602,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2547,LABEL_1,0.543216347694397,2548,82.572278,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2548,LABEL_1,0.5430599451065063,2549,82.572299,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3539 Ack=61659 Win=514 Len=0
2549,LABEL_1,0.5434036254882812,2550,82.632500,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2550,LABEL_1,0.5434162616729736,2551,82.645390,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2551,LABEL_1,0.5431817173957825,2552,82.645440,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3539 Ack=61761 Win=513 Len=0
2552,LABEL_1,0.5433617234230042,2553,82.723601,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2553,LABEL_1,0.5432734489440918,2554,82.736989,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2554,LABEL_1,0.5431612730026245,2555,82.737022,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3539 Ack=61862 Win=513 Len=0
2555,LABEL_1,0.543328046798706,2556,82.918285,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2556,LABEL_1,0.5434349179267883,2557,82.921871,172.31.254.61,104.18.26.90,TLSv1.2,89,Application Data
2557,LABEL_1,0.5433269739151001,2558,82.935783,104.18.26.90,172.31.254.61,TLSv1.2,116,Application Data
2558,LABEL_1,0.5418415665626526,2559,82.938170,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
2559,LABEL_1,0.5433520674705505,2560,82.955396,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
2560,LABEL_1,0.5432738661766052,2561,82.955445,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=62033 Win=512 Len=0
2561,LABEL_1,0.5432055592536926,2562,82.980633,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2562,LABEL_1,0.543303370475769,2563,83.012376,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2563,LABEL_1,0.5432893633842468,2564,83.012447,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=62132 Win=512 Len=0
2564,LABEL_1,0.5432903170585632,2565,83.024930,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2565,LABEL_1,0.5432466864585876,2566,83.075901,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=62183 Win=512 Len=0
2566,LABEL_1,0.5435601472854614,2567,83.114919,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2567,LABEL_1,0.5436267852783203,2568,83.128105,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2568,LABEL_1,0.543362557888031,2569,83.128151,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=62286 Win=511 Len=0
2569,LABEL_1,0.543408215045929,2570,83.216438,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2570,LABEL_1,0.5433364510536194,2571,83.234325,104.18.26.90,172.31.254.61,TLSv1.2,110,Application Data
2571,LABEL_1,0.5432827472686768,2572,83.234365,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=62391 Win=511 Len=0
2572,LABEL_1,0.5433303117752075,2573,83.323301,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2573,LABEL_1,0.5432711243629456,2574,83.327402,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2574,LABEL_1,0.5432147979736328,2575,83.327436,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=62496 Win=510 Len=0
2575,LABEL_1,0.5432842969894409,2576,83.416366,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2576,LABEL_1,0.5432342886924744,2577,83.429942,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2577,LABEL_1,0.543157160282135,2578,83.429988,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=62596 Win=510 Len=0
2578,LABEL_1,0.5432389974594116,2579,83.564739,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2579,LABEL_1,0.543229341506958,2580,83.578128,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2580,LABEL_1,0.5431987047195435,2581,83.578174,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=62698 Win=510 Len=0
2581,LABEL_1,0.5433464646339417,2582,83.616833,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2582,LABEL_1,0.5433168411254883,2583,83.632779,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2583,LABEL_1,0.5432118773460388,2584,83.632809,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=62799 Win=515 Len=0
2584,LABEL_1,0.5433123111724854,2585,83.709203,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2585,LABEL_1,0.5433017015457153,2586,83.719268,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
2586,LABEL_1,0.5431927442550659,2587,83.719302,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=62903 Win=514 Len=0
2587,LABEL_1,0.5426151156425476,2588,83.758541,172.31.254.61,140.82.112.26,TCP,55,"[TCP Keep-Alive] 55285  >  443 [ACK] Seq=31 Ack=27 Win=513 Len=1[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
2588,LABEL_1,0.5432539582252502,2589,83.816079,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2589,LABEL_1,0.5432407855987549,2590,83.828115,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2590,LABEL_1,0.5432542562484741,2591,83.828158,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=63003 Win=514 Len=0
2591,LABEL_1,0.5433594584465027,2592,83.918249,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2592,LABEL_1,0.5433893799781799,2593,83.921896,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2593,LABEL_1,0.5431803464889526,2594,83.921918,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=63105 Win=514 Len=0
2594,LABEL_1,0.5433246493339539,2595,83.941549,140.82.112.26,172.31.254.61,TCP,66,[TCP Keep-Alive ACK] 443  >  55285 [ACK] Seq=27 Ack=32 Win=71 Len=0 SLE=31 SRE=32
2595,LABEL_1,0.5431921482086182,2596,84.015361,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2596,LABEL_1,0.5431210398674011,2597,84.021666,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2597,LABEL_1,0.5432316660881042,2598,84.021686,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=63209 Win=513 Len=0
2598,LABEL_1,0.5432747006416321,2599,84.111793,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2599,LABEL_1,0.543447732925415,2600,84.130374,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2600,LABEL_1,0.5433525443077087,2601,84.130423,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=63314 Win=513 Len=0
2601,LABEL_1,0.5433563590049744,2602,84.202290,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2602,LABEL_1,0.5432907342910767,2603,84.218985,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2603,LABEL_1,0.5433062314987183,2604,84.219020,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=63412 Win=512 Len=0
2604,LABEL_1,0.5434119701385498,2605,84.305684,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2605,LABEL_1,0.5432188510894775,2606,84.315989,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2606,LABEL_1,0.5432136058807373,2607,84.316033,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=63512 Win=512 Len=0
2607,LABEL_1,0.5432689189910889,2608,84.403457,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2608,LABEL_1,0.543256402015686,2609,84.416691,104.18.26.90,172.31.254.61,TLSv1.2,110,Application Data
2609,LABEL_1,0.5431913137435913,2610,84.416725,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=63618 Win=512 Len=0
2610,LABEL_1,0.5433353781700134,2611,84.473933,172.31.254.61,87.250.251.15,TCP,55,[TCP Keep-Alive] 55701  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1
2611,LABEL_1,0.5431479811668396,2612,84.499372,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2612,LABEL_1,0.5432997345924377,2613,84.511515,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2613,LABEL_1,0.5431470274925232,2614,84.511563,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=63721 Win=511 Len=0
2614,LABEL_1,0.5433647632598877,2615,84.538483,172.31.254.2,239.255.255.250,SSDP,211,M-SEARCH * HTTP/1.1 
2615,LABEL_1,0.543208658695221,2616,84.551565,87.250.251.15,172.31.254.61,TCP,66,[TCP Keep-Alive ACK] 443  >  55701 [ACK] Seq=1 Ack=2 Win=166 Len=0 SLE=1 SRE=2
2616,LABEL_1,0.541917085647583,2617,84.554200,D-LinkIn_df:67:6a,Broadcast,ARP,60,Who has 192.168.113.253? Tell 192.168.113.109
2617,LABEL_1,0.5431448221206665,2618,84.614586,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2618,LABEL_1,0.5431453585624695,2619,84.657499,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=63774 Win=511 Len=0
2619,LABEL_1,0.5432237386703491,2620,84.701245,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2620,LABEL_1,0.5432286262512207,2621,84.713213,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2621,LABEL_1,0.54328453540802,2622,84.713255,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=63876 Win=511 Len=0
2622,LABEL_1,0.5433183312416077,2623,84.799255,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2623,LABEL_1,0.5431751608848572,2624,84.811376,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
2624,LABEL_1,0.5430414080619812,2625,84.811417,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=63981 Win=510 Len=0
2625,LABEL_1,0.5432416796684265,2626,84.891500,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2626,LABEL_1,0.5432745218276978,2627,84.903109,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
2627,LABEL_1,0.543127715587616,2628,84.903146,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=64085 Win=510 Len=0
2628,LABEL_1,0.541782796382904,2629,84.938323,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
2629,LABEL_1,0.5430654883384705,2630,84.993090,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2630,LABEL_1,0.5432838797569275,2631,85.004806,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2631,LABEL_1,0.5430695414543152,2632,85.004836,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=64191 Win=515 Len=0
2632,LABEL_1,0.5431368350982666,2633,85.095667,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2633,LABEL_1,0.543289303779602,2634,85.106625,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2634,LABEL_1,0.5432111024856567,2635,85.106651,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=64294 Win=514 Len=0
2635,LABEL_1,0.5435674786567688,2636,85.191738,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2636,LABEL_1,0.5431632995605469,2637,85.204557,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2637,LABEL_1,0.5431097745895386,2638,85.204587,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=64398 Win=514 Len=0
2638,LABEL_1,0.5432314872741699,2639,85.292596,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
2639,LABEL_1,0.5431101322174072,2640,85.341804,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=64447 Win=514 Len=0
2640,LABEL_1,0.5432392954826355,2641,85.413931,172.31.254.61,52.182.143.213,TLSv1.2,172,Application Data
2641,LABEL_1,0.5433281660079956,2642,85.413969,172.31.254.61,52.182.143.213,TLSv1.2,2593,Application Data
2642,LABEL_1,0.5414231419563293,2643,85.490974,ZyxelCom_fd:26:61,Broadcast,0x8899,60,Realtek Layer 2 Protocols
2643,LABEL_1,0.5431652069091797,2644,85.521810,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2644,LABEL_1,0.5431552529335022,2645,85.536036,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2645,LABEL_1,0.5431838035583496,2646,85.536078,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=64554 Win=513 Len=0
2646,LABEL_1,0.5433287024497986,2647,85.548802,172.31.254.2,239.255.255.250,SSDP,211,M-SEARCH * HTTP/1.1 
2647,LABEL_1,0.5431682467460632,2648,85.550136,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2648,LABEL_1,0.5432771444320679,2649,85.581971,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2649,LABEL_1,0.5430386662483215,2650,85.582009,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=64654 Win=513 Len=0
2650,LABEL_1,0.5431687235832214,2651,85.593415,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2651,LABEL_1,0.5432406067848206,2652,85.608419,172.31.254.61,77.88.21.119,TCP,55,[TCP Keep-Alive] 55641  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1
2652,LABEL_1,0.5432624220848083,2653,85.627063,52.182.143.213,172.31.254.61,TCP,60,443  >  55940 [ACK] Seq=141 Ack=8089 Win=16389 Len=0
2653,LABEL_1,0.5431796312332153,2654,85.627855,52.182.143.213,172.31.254.61,TLSv1.2,155,Application Data
2654,LABEL_1,0.5433144569396973,2655,85.628355,172.31.254.61,52.182.143.213,TLSv1.2,89,Application Data
2655,LABEL_1,0.5431980490684509,2656,85.641585,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=64707 Win=513 Len=0
2656,LABEL_1,0.5432010889053345,2657,85.680784,77.88.21.119,172.31.254.61,TCP,66,[TCP Keep-Alive ACK] 443  >  55641 [ACK] Seq=1 Ack=2 Win=166 Len=0 SLE=1 SRE=2
2657,LABEL_1,0.5433927178382874,2658,85.685718,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2658,LABEL_1,0.5432226657867432,2659,85.696542,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2659,LABEL_1,0.5431918501853943,2660,85.696585,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=64810 Win=512 Len=0
2660,LABEL_1,0.5432523488998413,2661,85.781391,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2661,LABEL_1,0.5432884693145752,2662,85.791882,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2662,LABEL_1,0.543347179889679,2663,85.791915,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=64915 Win=512 Len=0
2663,LABEL_1,0.5432047843933105,2664,85.882173,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2664,LABEL_1,0.5432767868041992,2665,85.885182,52.182.143.213,172.31.254.61,TCP,60,443  >  55940 [ACK] Seq=242 Ack=9303 Win=16384 Len=0
2665,LABEL_1,0.5434610247612,2666,85.895292,104.18.26.90,172.31.254.61,TLSv1.2,110,Application Data
2666,LABEL_1,0.5433294177055359,2667,85.895329,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=65021 Win=512 Len=0
2667,LABEL_1,0.5436273217201233,2668,85.924237,172.31.254.61,104.166.182.206,TLSv1.3,612,Application Data
2668,LABEL_1,0.5434004664421082,2669,85.978336,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2669,LABEL_1,0.5431807041168213,2670,85.989610,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2670,LABEL_1,0.5431510806083679,2671,85.989638,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=65124 Win=511 Len=0
2671,LABEL_1,0.5435041785240173,2672,85.995735,104.166.182.206,172.31.254.61,TCP,60,443  >  55972 [ACK] Seq=5858 Ack=3212 Win=42496 Len=0
2672,LABEL_1,0.5433070063591003,2673,86.077676,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2673,LABEL_1,0.5432891845703125,2674,86.124975,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=65175 Win=511 Len=0
2674,LABEL_1,0.5431830286979675,2675,86.171560,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
2675,LABEL_1,0.5433748364448547,2676,86.189081,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
2676,LABEL_1,0.5433309078216553,2677,86.189120,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=65283 Win=511 Len=0
2677,LABEL_1,0.5436924695968628,2678,86.233678,104.166.182.206,172.31.254.61,TLSv1.3,914,Application Data
2678,LABEL_1,0.5431895852088928,2679,86.237731,172.31.254.61,77.88.8.8,DNS,76,Standard query 0x167e A gator.volces.com
2679,LABEL_1,0.5432240962982178,2680,86.237780,172.31.254.61,77.88.8.8,DNS,76,Standard query 0x0f6c Unknown (65) gator.volces.com
2680,LABEL_1,0.5435822606086731,2681,86.238595,172.31.254.61,104.166.182.206,TLSv1.3,726,Application Data
2681,LABEL_1,0.5435687303543091,2682,86.242521,172.31.254.61,104.166.182.206,TLSv1.3,1203,Application Data
2682,LABEL_1,0.5433032512664795,2683,86.269863,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
2683,LABEL_1,0.5432919859886169,2684,86.282163,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2684,LABEL_1,0.5432141423225403,2685,86.282243,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=65390 Win=510 Len=0
2685,LABEL_1,0.5433626770973206,2686,86.309975,104.166.182.206,172.31.254.61,TCP,60,443  >  55972 [ACK] Seq=6718 Ack=3884 Win=42496 Len=0
2686,LABEL_1,0.5442057251930237,2687,86.310860,77.88.8.8,172.31.254.61,DNS,301,Standard query response 0x167e A gator.volces.com CNAME gator.volces.com.bytedns1.com CNAME gator.volces.com.230b2a2545cfa773.queniuck.com A 104.166.182.212 A 104.166.182.209 A 104.166.182.210 A 104.166.182.211 A 104.166.182.206 A 104.166.182.207 A 104.166.182.205 A 104.166.182.208
2687,LABEL_1,0.5434314608573914,2688,86.313818,104.166.182.206,172.31.254.61,TCP,60,443  >  55972 [ACK] Seq=6718 Ack=5033 Win=42496 Len=0
2688,LABEL_1,0.5430880188941956,2689,86.341571,172.31.254.61,77.88.55.88,TCP,55,[TCP Keep-Alive] 55610  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1
2689,LABEL_1,0.5430899858474731,2690,86.374673,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
2690,LABEL_1,0.5433167815208435,2691,86.382151,104.18.26.90,172.31.254.61,TLSv1.2,110,Application Data
2691,LABEL_1,0.5432328581809998,2692,86.382186,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=65500 Win=510 Len=0
2692,LABEL_1,0.5430867671966553,2693,86.391774,77.88.8.8,172.31.254.61,DNS,231,Standard query response 0x0f6c Unknown (65) gator.volces.com CNAME gator.volces.com.bytedns1.com CNAME gator.volces.com.230b2a2545cfa773.queniuck.com SOA vipns4.queniudns.com
2693,LABEL_1,0.542857825756073,2694,86.391789,172.31.254.61,77.88.8.8,ICMP,259,Destination unreachable (Port unreachable)
2694,LABEL_1,0.5431411266326904,2695,86.425970,77.88.55.88,172.31.254.61,TCP,66,[TCP Keep-Alive ACK] 443  >  55610 [ACK] Seq=1 Ack=2 Win=848 Len=0 SLE=1 SRE=2
2695,LABEL_1,0.5433374643325806,2696,86.466037,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2696,LABEL_1,0.5433629751205444,2697,86.472919,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2697,LABEL_1,0.5431174635887146,2698,86.472948,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=65602 Win=515 Len=0
2698,LABEL_1,0.5434096455574036,2699,86.494871,104.166.182.206,172.31.254.61,TLSv1.3,1058,Application Data
2699,LABEL_1,0.5434375405311584,2700,86.543088,172.31.254.61,104.166.182.206,TCP,54,55972  >  443 [ACK] Seq=5033 Ack=7722 Win=131840 Len=0
2700,LABEL_1,0.5434218049049377,2701,86.558584,172.31.254.2,239.255.255.250,SSDP,211,M-SEARCH * HTTP/1.1 
2701,LABEL_1,0.543247640132904,2702,86.559156,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2702,LABEL_1,0.5433306097984314,2703,86.570774,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2703,LABEL_1,0.5431175231933594,2704,86.570806,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=65703 Win=514 Len=0
2704,LABEL_1,0.5430428981781006,2705,86.595887,172.31.254.61,77.88.8.8,DNS,75,Standard query 0x0c23 A play.google.com
2705,LABEL_1,0.5430915355682373,2706,86.595951,172.31.254.61,77.88.8.8,DNS,75,Standard query 0x5855 Unknown (65) play.google.com
2706,LABEL_1,0.5433170795440674,2707,86.660195,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2707,LABEL_1,0.5432606935501099,2708,86.669266,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
2708,LABEL_1,0.5431251525878906,2709,86.669312,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=65808 Win=514 Len=0
2709,LABEL_1,0.5441975593566895,2710,86.675385,77.88.8.8,172.31.254.61,DNS,171,Standard query response 0x0c23 A play.google.com A 173.194.220.139 A 173.194.220.113 A 173.194.220.138 A 173.194.220.101 A 173.194.220.100 A 173.194.220.102
2710,LABEL_1,0.5431955456733704,2711,86.679527,77.88.8.8,172.31.254.61,DNS,125,Standard query response 0x5855 Unknown (65) play.google.com SOA ns1.google.com
2711,LABEL_1,0.5432886481285095,2712,86.765024,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2712,LABEL_1,0.5432747602462769,2713,86.791103,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
2713,LABEL_1,0.5431309938430786,2714,86.791146,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=65908 Win=514 Len=0
2714,LABEL_1,0.5432308316230774,2715,86.855266,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
2715,LABEL_1,0.5431791543960571,2716,86.869379,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2716,LABEL_1,0.5430498123168945,2717,86.869420,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=66012 Win=513 Len=0
2717,LABEL_1,0.5428518652915955,2718,86.906695,172.31.254.61,64.233.165.138,TCP,54,"55978  >  443 [RST, ACK] Seq=518 Ack=1 Win=0 Len=0"
2718,LABEL_1,0.5433139801025391,2719,86.906885,172.31.254.61,173.194.220.139,TCP,66,55980  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1
2719,LABEL_1,0.543313205242157,2720,86.907095,172.31.254.61,173.194.220.139,TCP,66,55981  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1
2720,LABEL_1,0.541775643825531,2721,86.938468,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
2721,LABEL_1,0.5432261228561401,2722,86.955818,104.18.26.90,172.31.254.61,TLSv1.2,108,Application Data
2722,LABEL_1,0.5433464646339417,2723,86.966964,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
2723,LABEL_1,0.5430854558944702,2724,86.967015,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3574 Ack=66117 Win=513 Len=0
2724,LABEL_1,0.5431186556816101,2725,86.987278,173.194.220.139,172.31.254.61,TCP,66,"443  >  55981 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM=1 WS=256"
